,date,player_id,sentiment_value_tot,sentiment_score_tot,total_tweets,SEASON_ID,Player_ID,MIN,FGM,FGA,FG3A,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FG_PCT,FG3M,FG3_PCT,FTM,PIE
7665,2021-11-24,2544,-3,-2.2715317011,6,22021.0,2544.0,43.333,11.667,24.667,11.333,9.333,0.747,0.333,5.333,5.667,8.667,1.333,1.0,3.667,2.333,34.0,1.333,0.483,3.667,0.338,7.0,0.173
7666,2021-11-24,201142,0,0.3193805515000001,12,22021.0,201142.0,41.0,10.0,22.333,5.333,8.667,0.884,0.667,5.333,6.0,8.0,2.0,0.667,3.333,2.0,29.0,9.667,0.452,1.333,0.19,7.667,0.149
7667,2021-11-24,201939,0,0.0,1,22021.0,201939.0,36.0,9.25,21.0,13.25,2.0,0.792,0.25,4.5,4.75,6.5,2.25,0.25,3.0,1.75,25.5,11.25,0.444,5.5,0.424,1.5,0.161
7668,2021-11-24,203944,0,0.14337378730000006,13,22021.0,203944.0,34.667,5.667,14.667,2.333,2.667,0.917,1.667,7.0,8.667,5.333,1.333,0.333,2.667,2.0,13.667,-4.333,0.363,0.0,0.0,2.333,0.095
7669,2021-11-24,203954,1,0.7216683626,2,22021.0,203954.0,36.0,6.333,18.667,3.0,13.667,0.687,3.333,11.667,15.0,4.667,1.0,2.333,2.333,3.0,23.667,1.0,0.316,1.333,0.444,9.667,0.174
7670,2021-11-24,203999,2,1.5307817757,18,22021.0,203999.0,34.5,8.0,16.5,3.5,5.5,0.816,2.0,13.0,15.0,7.0,1.0,0.0,3.0,1.5,21.0,9.5,0.506,0.5,0.25,4.5,0.188
7671,2021-11-24,1627741,1,0.9983285069000001,2,22021.0,1627741.0,30.6,4.4,13.4,8.4,3.8,0.671,0.8,3.2,4.0,2.8,0.4,0.2,1.4,2.0,14.0,-7.0,0.301,2.0,0.193,3.2,0.056
7672,2021-11-24,1627749,0,0.0,1,22021.0,1627749.0,35.333,9.667,21.0,3.667,4.667,0.524,1.667,8.0,9.667,8.333,1.667,0.333,2.333,1.333,24.333,4.667,0.457,1.333,0.19,3.667,0.189
7673,2021-11-24,1628398,2,1.9494760036,2,22021.0,1628398.0,32.2,4.2,8.4,3.2,2.0,0.6,0.2,6.8,7.0,4.2,0.4,0.6,3.0,2.8,11.6,-3.4,0.489,1.2,0.3,2.0,0.098
7674,2021-11-24,1628983,0,0.0,2,22021.0,1628983.0,35.0,9.333,20.667,5.667,8.0,0.569,0.333,4.667,5.0,5.0,1.0,1.333,1.333,1.0,25.333,-11.0,0.45,1.0,0.175,5.667,0.156
7675,2021-11-24,1630163,1,0.7216683626,2,22021.0,1630163.0,33.6,7.0,16.6,8.2,4.0,0.9,1.8,4.8,6.6,10.4,1.4,0.4,3.6,3.6,21.0,-2.8,0.412,3.4,0.337,3.6,0.132
7676,2021-11-24,1630169,-1,-0.8509540558,1,22021.0,1630169.0,34.4,3.4,10.2,5.4,1.6,0.35,0.8,2.6,3.4,6.8,2.0,0.2,1.8,0.0,9.6,-3.6,0.305,1.8,0.289,1.0,0.078
7677,2021-11-24,1630558,0,0.0,1,22021.0,1630558.0,26.0,4.6,11.0,3.8,1.8,0.333,1.0,1.6,2.6,2.6,1.0,0.2,1.2,2.2,12.0,-8.4,0.425,1.4,0.44,1.4,0.06
7678,2021-11-24,1630567,0,0.0,3,22021.0,1630567.0,37.25,7.0,13.75,4.5,3.25,0.382,3.25,4.25,7.5,3.25,1.5,1.5,2.75,2.25,18.5,-7.0,0.516,2.0,0.319,2.5,0.13
7679,2021-11-24,1630596,0,0.0,4,22021.0,1630596.0,33.333,5.0,10.667,3.0,3.333,0.722,0.667,8.333,9.0,3.0,0.667,3.333,2.667,2.333,14.0,3.0,0.472,1.333,0.389,2.667,0.138
7680,2021-11-25,2544,-10,-7.6436168553,58,22021.0,2544.0,43.5,11.0,22.5,11.0,9.5,0.676,0.5,5.5,6.0,10.0,1.5,0.5,4.5,2.5,31.5,3.5,0.5,3.0,0.299,6.5,0.156
7681,2021-11-25,201142,2,1.5340784193,5,22021.0,201142.0,43.0,11.0,25.5,6.0,10.0,0.909,0.0,7.0,7.0,8.0,2.0,1.0,3.5,1.5,33.0,4.5,0.428,2.0,0.286,9.0,0.162
7682,2021-11-25,201939,3,2.6875774265,5,22021.0,201939.0,36.333,9.333,22.667,14.0,2.0,0.889,0.333,4.667,5.0,5.333,2.667,0.333,2.667,2.0,25.667,5.333,0.405,5.333,0.384,1.667,0.158
7683,2021-11-25,203954,1,0.9403716922,1,22021.0,203954.0,36.0,6.333,18.667,3.0,13.667,0.687,3.333,11.667,15.0,4.667,1.0,2.333,2.333,3.0,23.667,1.0,0.316,1.333,0.444,9.667,0.174
7684,2021-11-25,203999,2,1.4954271316,8,22021.0,203999.0,34.5,8.0,16.5,3.5,5.5,0.816,2.0,13.0,15.0,7.0,1.0,0.0,3.0,1.5,21.0,9.5,0.506,0.5,0.25,4.5,0.188
7685,2021-11-25,1627741,1,0.9983285069000001,3,22021.0,1627741.0,30.75,4.0,13.0,7.75,3.25,0.631,1.0,3.0,4.0,3.5,0.5,0.0,1.0,2.5,12.0,-9.25,0.276,1.25,0.127,2.75,0.042
7686,2021-11-25,1627749,0,0.0,1,22021.0,1627749.0,35.667,8.667,19.667,3.667,4.667,0.524,1.0,8.333,9.333,9.0,1.667,0.333,2.0,2.0,22.0,17.333,0.432,1.0,0.143,3.667,0.195
7687,2021-11-25,1628398,0,0.0,5,22021.0,1628398.0,33.25,4.75,9.5,3.75,1.75,0.5,0.25,7.25,7.5,4.25,0.5,0.75,2.75,2.75,12.75,-1.0,0.486,1.5,0.375,1.75,0.107
7688,2021-11-25,1628404,0,0.0,2,22021.0,1628404.0,31.333,2.0,7.0,2.333,2.0,0.667,0.667,6.333,7.0,5.333,0.667,0.0,1.667,3.0,6.0,-0.333,0.315,0.0,0.0,2.0,0.078
7689,2021-11-25,1628983,2,2.1128422618,8,22021.0,1628983.0,35.0,9.333,20.667,5.667,8.0,0.569,0.333,4.667,5.0,5.0,1.0,1.333,1.333,1.0,25.333,-11.0,0.45,1.0,0.175,5.667,0.156
7690,2021-11-25,1630163,0,0.09157621859999998,12,22021.0,1630163.0,35.5,7.0,16.5,8.0,4.0,0.875,2.0,5.25,7.25,12.0,1.75,0.5,4.0,3.5,20.75,-3.0,0.412,3.25,0.31,3.5,0.13
7691,2021-11-25,1630169,2,1.5002478361,3,22021.0,1630169.0,34.75,3.75,10.5,5.25,1.5,0.312,0.75,2.5,3.25,7.0,1.75,0.0,1.75,0.0,10.5,-5.75,0.326,2.0,0.32,1.0,0.079
7692,2021-11-25,1630558,1,0.9713624120000001,2,22021.0,1630558.0,25.0,4.25,11.0,4.5,0.75,0.25,0.75,2.0,2.75,2.5,1.25,0.25,1.5,1.75,11.0,-8.5,0.395,1.75,0.55,0.75,0.054
7693,2021-11-25,1630567,1,0.9696338773000001,18,22021.0,1630567.0,37.25,6.25,12.5,5.25,3.25,0.382,3.0,4.0,7.0,3.5,2.25,1.75,2.0,3.25,17.5,-11.25,0.512,2.5,0.361,2.5,0.142
7694,2021-11-25,1630596,1,0.9045481682000001,5,22021.0,1630596.0,33.333,5.0,10.667,3.0,3.333,0.722,0.667,8.333,9.0,3.0,0.667,3.333,2.667,2.333,14.0,3.0,0.472,1.333,0.389,2.667,0.138
7695,2021-11-26,2544,-3,-2.2882384360000003,15,22021.0,2544.0,41.0,10.333,22.667,10.0,8.0,0.651,1.333,6.333,7.667,8.667,1.667,0.333,4.0,2.333,28.667,0.667,0.464,2.667,0.283,5.333,0.144
7696,2021-11-26,201142,0,0.0,2,22021.0,201142.0,41.333,10.333,23.0,4.333,11.0,0.914,0.333,7.667,8.0,7.333,1.333,0.667,4.0,2.333,32.0,3.0,0.452,1.333,0.19,10.0,0.176
7697,2021-11-26,201939,1,0.9918916225000001,4,22021.0,201939.0,35.5,9.0,22.0,13.25,2.0,0.792,0.75,4.25,5.0,5.25,2.0,0.25,2.75,2.0,25.0,6.5,0.404,5.5,0.424,1.5,0.146
7698,2021-11-26,203944,0,0.0,1,22021.0,203944.0,35.75,7.75,16.25,1.75,3.25,0.788,2.25,7.25,9.5,5.5,1.0,0.75,3.75,2.75,17.75,-3.75,0.439,0.0,0.0,2.25,0.11
7699,2021-11-26,203954,-1,-0.5723752975,3,22021.0,203954.0,36.0,7.25,19.75,3.0,12.25,0.734,2.75,11.5,14.25,4.5,1.0,2.25,2.5,3.25,24.75,4.5,0.346,1.25,0.416,9.0,0.182
7700,2021-11-26,203999,0,0.0,9,22021.0,203999.0,34.5,8.0,16.5,3.5,5.5,0.816,2.0,13.0,15.0,7.0,1.0,0.0,3.0,1.5,21.0,9.5,0.506,0.5,0.25,4.5,0.188
7701,2021-11-26,1628398,0,0.0,3,22021.0,1628398.0,31.2,4.6,9.6,4.2,1.8,0.6,0.2,6.6,6.8,4.0,0.4,0.6,2.4,2.2,12.6,-7.2,0.469,1.6,0.366,1.8,0.112
7702,2021-11-26,1628983,-1,-0.6584846973,8,22021.0,1628983.0,35.0,9.333,20.667,5.667,8.0,0.569,0.333,4.667,5.0,5.0,1.0,1.333,1.333,1.0,25.333,-11.0,0.45,1.0,0.175,5.667,0.156
7703,2021-11-26,1630163,0,0.0,2,22021.0,1630163.0,35.5,7.0,16.5,8.0,4.0,0.875,2.0,5.25,7.25,12.0,1.75,0.5,4.0,3.5,20.75,-3.0,0.412,3.25,0.31,3.5,0.13
7704,2021-11-26,1630596,1,0.6908417344000001,11,22021.0,1630596.0,34.0,4.5,11.0,2.5,2.5,0.542,1.25,7.25,8.5,3.25,0.5,3.25,2.25,2.5,12.0,7.5,0.417,1.0,0.292,2.0,0.111
7705,2021-11-27,2544,-8,-6.342057228,24,22021.0,2544.0,36.5,10.5,21.5,8.5,6.5,0.612,1.5,6.5,8.0,7.5,2.0,0.5,2.5,1.5,28.0,4.5,0.496,3.0,0.347,4.0,0.164
7706,2021-11-27,201142,0,0.0,1,22021.0,201142.0,40.5,10.75,23.75,4.75,8.75,0.935,0.25,8.25,8.5,6.5,1.0,1.0,3.25,3.0,31.0,3.75,0.454,1.5,0.226,8.0,0.163
7707,2021-11-27,201939,1,0.6877368093,9,22021.0,201939.0,35.25,7.75,22.75,13.75,3.5,0.847,1.0,4.25,5.25,4.5,2.5,0.25,2.25,1.75,23.75,2.75,0.346,5.25,0.398,3.0,0.132
7708,2021-11-27,203944,0,-0.25784021619999997,4,22021.0,203944.0,36.5,9.25,18.75,3.0,3.5,0.8,2.25,7.5,9.75,6.5,0.5,0.5,3.0,3.0,21.5,-2.5,0.47,0.5,0.072,2.5,0.13
7709,2021-11-27,203954,3,2.4571804404,15,22021.0,203954.0,36.0,7.25,19.75,3.0,12.25,0.734,2.75,11.5,14.25,4.5,1.0,2.25,2.5,3.25,24.75,4.5,0.346,1.25,0.416,9.0,0.182
7710,2021-11-27,203999,4,2.6615577935,24,22021.0,203999.0,32.0,10.0,17.333,4.667,4.0,0.878,2.333,11.333,13.667,6.333,0.667,0.0,3.333,1.0,24.667,10.333,0.583,1.333,0.31,3.333,0.224
7711,2021-11-27,1627741,4,2.8737381398000004,19,22021.0,1627741.0,25.75,2.5,9.25,5.75,2.75,0.667,0.75,3.0,3.75,2.5,0.5,0.25,1.5,2.25,8.25,-10.75,0.264,0.75,0.12,2.5,0.052
7712,2021-11-27,1627749,0,-0.3973832129999999,21,22021.0,1627749.0,35.333,8.0,18.667,5.333,2.333,0.286,2.333,7.333,9.667,9.333,1.333,0.0,2.333,2.667,20.0,17.0,0.424,2.0,0.286,2.0,0.164
7713,2021-11-27,1628398,0,0.0,4,22021.0,1628398.0,30.75,4.5,9.75,4.5,2.25,0.75,0.0,6.0,6.0,3.75,0.5,0.75,2.0,2.0,13.0,-8.25,0.447,1.75,0.375,2.25,0.112
7714,2021-11-27,1628983,0,0.0,5,22021.0,1628983.0,35.5,10.5,23.0,6.5,11.0,0.604,0.5,3.0,3.5,3.0,1.0,1.5,1.5,1.0,30.5,-13.5,0.456,1.5,0.262,8.0,0.15
7715,2021-11-27,1630163,0,0.0,11,22021.0,1630163.0,37.667,8.0,18.667,9.667,4.333,0.944,2.333,5.333,7.667,11.667,2.0,0.667,4.0,4.0,24.333,-7.0,0.415,4.333,0.414,4.0,0.135
7716,2021-11-27,1630169,2,1.7586492896,3,22021.0,1630169.0,32.25,3.75,10.25,5.0,1.5,0.312,1.0,2.25,3.25,6.0,1.0,0.25,2.25,1.0,10.25,-5.25,0.334,1.75,0.306,1.0,0.069
7717,2021-11-27,1630567,-1,-0.33730393640000006,6,22021.0,1630567.0,38.0,6.667,13.667,7.0,1.333,0.25,3.0,4.0,7.0,3.333,2.333,2.0,2.333,3.0,17.667,-10.667,0.498,3.333,0.481,1.0,0.151
7718,2021-11-27,1630596,0,0.0,2,22021.0,1630596.0,34.0,4.5,11.0,2.5,2.5,0.542,1.25,7.25,8.5,3.25,0.5,3.25,2.25,2.5,12.0,7.5,0.417,1.0,0.292,2.0,0.111
7719,2021-11-28,2544,-8,-5.3713087737,17,22021.0,2544.0,36.5,10.5,21.5,8.5,6.5,0.612,1.5,6.5,8.0,7.5,2.0,0.5,2.5,1.5,28.0,4.5,0.496,3.0,0.347,4.0,0.164
7720,2021-11-28,201142,1,0.6573801637000001,11,22021.0,201142.0,39.0,10.0,22.333,4.0,8.0,0.974,0.333,8.0,8.333,6.333,0.0,1.0,2.333,4.0,28.333,5.333,0.451,0.667,0.111,7.667,0.151
7721,2021-11-28,201939,3,2.4759576916,19,22021.0,201939.0,35.25,7.75,22.75,13.75,3.5,0.847,1.0,4.25,5.25,4.5,2.5,0.25,2.25,1.75,23.75,2.75,0.346,5.25,0.398,3.0,0.132
7722,2021-11-28,203944,-2,-1.5994700194,4,22021.0,203944.0,38.0,11.333,20.333,3.0,4.0,0.733,2.0,7.333,9.333,7.333,0.667,0.667,3.667,3.333,26.0,-4.0,0.556,0.667,0.095,2.667,0.152
7723,2021-11-28,203954,-1,-0.907026112,31,22021.0,203954.0,33.0,5.667,18.667,2.667,9.333,0.725,3.0,11.333,14.333,5.0,1.0,2.333,2.0,3.0,19.0,2.333,0.287,1.0,0.389,6.667,0.159
7724,2021-11-28,203999,-7,-4.5407850145,13,22021.0,203999.0,32.0,10.0,17.333,4.667,4.0,0.878,2.333,11.333,13.667,6.333,0.667,0.0,3.333,1.0,24.667,10.333,0.583,1.333,0.31,3.333,0.224
7725,2021-11-28,1627741,1,0.9983285069000001,2,22021.0,1627741.0,25.75,2.5,9.25,5.75,2.75,0.667,0.75,3.0,3.75,2.5,0.5,0.25,1.5,2.25,8.25,-10.75,0.264,0.75,0.12,2.5,0.052
7726,2021-11-28,1627749,2,1.6038138866000002,5,22021.0,1627749.0,35.333,8.0,18.667,5.333,2.333,0.286,2.333,7.333,9.667,9.333,1.333,0.0,2.333,2.667,20.0,17.0,0.424,2.0,0.286,2.0,0.164
7727,2021-11-28,1628398,-1,-0.592446804,9,22021.0,1628398.0,29.5,3.75,9.0,4.25,1.0,0.5,0.0,5.5,5.5,3.75,0.5,1.0,1.0,2.0,9.75,-9.25,0.413,1.25,0.3,1.0,0.1
7728,2021-11-28,1628983,0,0.0,1,22021.0,1628983.0,35.5,10.5,23.0,6.5,11.0,0.604,0.5,3.0,3.5,3.0,1.0,1.5,1.5,1.0,30.5,-13.5,0.456,1.5,0.262,8.0,0.15
7729,2021-11-28,1630163,0,0.19204515220000007,16,22021.0,1630163.0,36.5,8.5,18.5,11.5,5.0,0.916,1.5,4.5,6.0,11.0,2.5,1.0,5.0,3.5,27.0,-3.5,0.439,5.5,0.454,4.5,0.145
7730,2021-11-28,1630558,1,0.7895839214,1,22021.0,1630558.0,27.75,4.0,10.75,4.75,0.75,0.25,0.5,2.0,2.5,3.25,1.25,0.25,1.75,2.5,10.25,-3.75,0.368,1.5,0.3,0.75,0.038
7731,2021-11-28,1630596,4,2.8425971866000004,12,22021.0,1630596.0,35.0,4.75,11.75,2.0,2.25,0.667,1.75,7.25,9.0,3.25,0.75,2.5,2.0,2.5,12.25,6.75,0.412,0.75,0.292,2.0,0.106
7732,2021-11-29,2544,3,2.3662849067,19,22021.0,2544.0,36.0,9.0,23.0,8.0,5.0,0.6,3.0,8.0,11.0,6.0,2.0,0.0,3.0,2.0,23.0,-5.0,0.391,2.0,0.25,3.0,0.119
7733,2021-11-29,201142,0,0.0,4,22021.0,201142.0,39.0,10.0,22.333,4.0,8.0,0.974,0.333,8.0,8.333,6.333,0.0,1.0,2.333,4.0,28.333,5.333,0.451,0.667,0.111,7.667,0.151
7734,2021-11-29,201939,3,2.7382456064,9,22021.0,201939.0,34.25,6.75,21.25,13.75,5.0,0.847,1.0,3.75,4.75,5.0,1.5,0.25,2.25,1.25,23.25,1.5,0.335,5.25,0.398,4.5,0.109
7735,2021-11-29,203944,2,1.840888381,4,22021.0,203944.0,38.0,11.333,20.333,3.0,4.0,0.733,2.0,7.333,9.333,7.333,0.667,0.667,3.667,3.333,26.0,-4.0,0.556,0.667,0.095,2.667,0.152
7736,2021-11-29,203954,0,0.3061703443,7,22021.0,203954.0,35.0,8.0,19.0,2.5,10.5,0.758,2.5,12.0,14.5,5.5,1.0,1.75,2.25,3.0,25.0,3.5,0.403,1.0,0.416,8.0,0.196
7737,2021-11-29,203999,-5,-3.6826895475000003,34,22021.0,203999.0,33.0,9.0,17.25,4.75,4.5,0.825,2.0,11.25,13.25,8.5,1.0,0.0,3.25,1.25,22.75,9.5,0.525,1.25,0.282,3.5,0.213
7738,2021-11-29,1627741,0,0.0,1,22021.0,1627741.0,24.667,1.667,6.667,4.667,2.667,0.556,0.667,2.333,3.0,3.0,0.667,0.333,2.0,2.333,6.333,-6.0,0.254,0.667,0.122,2.333,0.053
7739,2021-11-29,1627749,0,0.0,2,22021.0,1627749.0,35.0,7.75,17.0,4.5,2.25,0.339,2.0,6.75,8.75,10.5,1.5,0.0,2.75,2.5,19.25,10.25,0.464,2.0,0.464,1.75,0.166
7740,2021-11-29,1628398,0,0.0,2,22021.0,1628398.0,31.4,4.2,9.6,4.2,0.8,0.4,0.0,5.2,5.2,3.4,0.6,1.0,1.0,1.8,10.6,-7.2,0.431,1.4,0.34,0.8,0.096
7741,2021-11-29,1628983,1,0.9674475193000001,3,22021.0,1628983.0,36.0,10.0,22.0,5.0,12.333,0.669,0.333,2.667,3.0,6.333,0.667,1.667,2.0,1.667,30.333,-7.0,0.454,1.0,0.175,9.333,0.154
7742,2021-11-29,1630163,1,0.6176108718000001,9,22021.0,1630163.0,36.5,8.5,18.5,11.5,5.0,0.916,1.5,4.5,6.0,11.0,2.5,1.0,5.0,3.5,27.0,-3.5,0.439,5.5,0.454,4.5,0.145
7743,2021-11-29,1630558,0,0.0,1,22021.0,1630558.0,26.667,3.667,10.333,4.667,1.0,0.333,0.0,2.0,2.0,2.333,1.333,0.0,2.0,2.333,10.0,-3.333,0.352,1.667,0.333,1.0,0.023
7744,2021-11-29,1630567,1,0.8765539229,14,22021.0,1630567.0,38.0,6.0,11.667,4.667,0.667,0.167,1.667,5.0,6.667,2.667,1.667,2.0,1.667,3.667,14.333,0.333,0.519,2.0,0.333,0.333,0.126
7745,2021-11-29,1630596,1,0.8969573379,5,22021.0,1630596.0,34.2,4.4,11.4,2.4,3.0,0.7,1.8,6.6,8.4,3.0,0.8,2.0,1.6,2.6,12.2,4.0,0.39,0.8,0.283,2.6,0.102
7746,2021-11-30,2544,1,0.9540691376,14,22021.0,2544.0,36.0,11.0,21.0,6.5,3.5,0.8,2.5,5.0,7.5,5.5,1.0,0.0,3.0,2.0,26.5,6.5,0.538,2.0,0.325,2.5,0.15
7747,2021-11-30,201142,0,0.0,2,22021.0,201142.0,39.5,10.0,22.25,4.0,6.75,0.981,0.75,7.25,8.0,5.5,0.25,1.0,2.5,3.25,27.25,5.0,0.452,0.75,0.146,6.5,0.144
7748,2021-11-30,201939,1,0.7743755579,5,22021.0,201939.0,34.25,6.75,21.25,13.75,5.0,0.847,1.0,3.75,4.75,5.0,1.5,0.25,2.25,1.25,23.25,1.5,0.335,5.25,0.398,4.5,0.109
7749,2021-11-30,203944,1,0.5710019469000001,1,22021.0,203944.0,37.25,9.75,18.25,3.5,3.5,0.8,1.5,7.25,8.75,7.25,0.75,0.75,3.0,3.25,23.25,-1.25,0.521,1.25,0.221,2.5,0.148
7750,2021-11-30,203954,0,0.0,6,22021.0,203954.0,36.667,9.333,20.0,2.667,10.667,0.777,2.0,13.0,15.0,5.667,1.333,1.667,2.0,2.667,28.0,4.333,0.454,1.0,0.389,8.333,0.232
7751,2021-11-30,203999,8,6.8494846224,116,22021.0,203999.0,33.0,9.0,18.333,5.667,4.0,0.822,1.667,11.0,12.667,9.0,1.0,0.0,4.0,1.0,22.333,7.0,0.486,1.333,0.21,3.0,0.206
7752,2021-11-30,1627741,2,1.7112383842,2,22021.0,1627741.0,24.667,1.667,6.667,4.667,2.667,0.556,0.667,2.333,3.0,3.0,0.667,0.333,2.0,2.333,6.333,-6.0,0.254,0.667,0.122,2.333,0.053
7753,2021-11-30,1627749,2,1.3397247791,10,22021.0,1627749.0,35.25,7.25,16.0,5.25,0.75,0.375,1.5,6.5,8.0,10.25,1.75,0.0,2.5,2.5,17.5,3.0,0.458,2.5,0.564,0.5,0.155
7754,2021-11-30,1628398,-1,-0.7155013084,3,22021.0,1628398.0,31.0,4.0,9.75,4.5,0.5,0.25,0.0,5.25,5.25,3.5,0.75,1.25,1.0,1.5,10.0,-6.25,0.399,1.5,0.341,0.5,0.1
7755,2021-11-30,1628983,0,0.0,1,22021.0,1628983.0,37.5,10.5,23.0,5.0,15.5,0.838,0.5,2.5,3.0,7.5,0.0,1.5,2.0,2.5,34.5,-4.5,0.456,0.5,0.062,13.0,0.168
7756,2021-11-30,1630163,5,4.0408245325,34,22021.0,1630163.0,41.0,12.0,22.0,15.0,4.0,1.0,1.0,4.0,5.0,9.0,3.0,1.0,7.0,4.0,36.0,2.0,0.545,8.0,0.533,4.0,0.16
7757,2021-11-30,1630567,0,0.0,2,22021.0,1630567.0,38.0,6.0,11.667,4.667,0.667,0.167,1.667,5.0,6.667,2.667,1.667,2.0,1.667,3.667,14.333,0.333,0.519,2.0,0.333,0.333,0.126
7758,2021-11-30,1630596,1,1.0787883401,7,22021.0,1630596.0,34.0,4.25,11.75,2.5,3.0,0.708,2.25,6.5,8.75,3.25,0.75,2.0,0.75,2.5,12.25,3.75,0.362,1.0,0.354,2.75,0.11
7759,2021-12-01,2544,-11,-7.6735932229,60,22021.0,2544.0,36.0,11.0,21.0,6.5,3.5,0.8,2.5,5.0,7.5,5.5,1.0,0.0,3.0,2.0,26.5,6.5,0.538,2.0,0.325,2.5,0.15
7760,2021-12-01,201142,2,1.7229580282999999,9,22021.0,201142.0,39.0,10.333,22.0,3.667,6.0,0.974,1.0,8.0,9.0,4.333,0.333,1.0,3.0,3.333,27.333,3.333,0.472,1.0,0.194,5.667,0.15
7761,2021-12-01,201939,1,1.0242273808000002,7,22021.0,201939.0,33.5,7.75,20.75,14.5,4.75,0.597,1.25,3.25,4.5,5.0,1.5,0.0,2.75,2.0,25.75,9.5,0.393,6.0,0.432,4.25,0.13
7762,2021-12-01,203944,-2,-0.8635222316000001,31,22021.0,203944.0,35.0,8.5,17.25,4.5,4.0,0.8,1.75,6.75,8.5,5.75,0.75,1.0,3.5,3.0,21.75,-4.75,0.479,1.75,0.305,3.0,0.13
7763,2021-12-01,203999,6,4.4518956543,16,22021.0,203999.0,34.0,11.0,19.5,5.0,5.25,0.756,1.5,10.75,12.25,9.5,1.0,0.0,4.5,1.25,26.5,6.25,0.549,1.0,0.157,3.5,0.215
7764,2021-12-01,1627741,0,0.48594951620000004,6,22021.0,1627741.0,20.0,2.0,8.667,6.0,1.667,0.333,0.667,2.0,2.667,1.667,0.667,0.333,1.667,2.0,6.333,2.333,0.258,0.667,0.1,1.667,0.027
7765,2021-12-01,1627749,0,0.0,1,22021.0,1627749.0,35.25,7.25,16.0,5.25,0.75,0.375,1.5,6.5,8.0,10.25,1.75,0.0,2.5,2.5,17.5,3.0,0.458,2.5,0.564,0.5,0.155
7766,2021-12-01,1628398,0,0.0,1,22021.0,1628398.0,32.6,4.8,11.4,5.6,1.8,0.371,0.8,4.8,5.6,3.6,0.8,1.0,1.4,1.6,13.2,-4.6,0.408,2.0,0.353,1.6,0.108
7767,2021-12-01,1628983,0,0.0,1,22021.0,1628983.0,37.333,9.0,21.0,5.333,14.333,0.892,0.333,2.333,2.667,8.0,0.333,1.0,2.0,2.0,31.667,-4.0,0.422,1.0,0.153,12.667,0.156
7768,2021-12-01,1630163,1,0.5380555987,3,22021.0,1630163.0,41.0,12.0,22.0,15.0,4.0,1.0,1.0,4.0,5.0,9.0,3.0,1.0,7.0,4.0,36.0,2.0,0.545,8.0,0.533,4.0,0.16
7769,2021-12-01,1630558,0,0.0,2,22021.0,1630558.0,26.667,5.0,9.0,3.0,2.333,0.583,0.333,2.333,2.667,3.0,0.667,0.0,1.0,2.0,13.333,2.667,0.514,1.333,0.361,2.0,0.092
7770,2021-12-01,1630567,3,2.6673006415000002,23,22021.0,1630567.0,38.333,6.0,12.0,5.0,0.667,0.167,2.0,5.0,7.0,3.333,1.333,1.333,0.667,3.667,14.0,1.333,0.509,1.667,0.262,0.333,0.108
7771,2021-12-01,1630596,0,0.0,4,22021.0,1630596.0,33.6,5.0,11.6,2.0,2.4,0.567,2.0,6.8,8.8,2.8,1.0,2.6,0.8,2.2,13.0,8.6,0.435,0.8,0.283,2.2,0.134
7772,2021-12-02,2544,-4,-3.8008857071,21,22021.0,2544.0,36.333,9.667,19.0,6.333,4.0,0.867,1.667,6.667,8.333,7.333,2.0,0.667,3.667,1.667,24.333,5.0,0.514,1.667,0.272,3.333,0.167
7773,2021-12-02,201142,1,0.5412184596,8,22021.0,201142.0,39.0,10.333,22.0,3.667,6.0,0.974,1.0,8.0,9.0,4.333,0.333,1.0,3.0,3.333,27.333,3.333,0.472,1.0,0.194,5.667,0.15
7774,2021-12-02,201939,1,0.755558908,6,22021.0,201939.0,33.5,7.75,20.75,14.5,4.75,0.597,1.25,3.25,4.5,5.0,1.5,0.0,2.75,2.0,25.75,9.5,0.393,6.0,0.432,4.25,0.13
7775,2021-12-02,203944,-1,-0.7958033681000001,5,22021.0,203944.0,35.0,8.5,17.25,4.5,4.0,0.8,1.75,6.75,8.5,5.75,0.75,1.0,3.5,3.0,21.75,-4.75,0.479,1.75,0.305,3.0,0.13
7776,2021-12-02,203954,0,-0.49227520820000015,13,22021.0,203954.0,35.0,10.25,19.5,2.75,10.75,0.88,1.0,10.0,11.0,4.25,1.5,0.75,2.0,3.75,30.5,4.5,0.525,1.0,0.396,9.0,0.223
7777,2021-12-02,203999,1,0.19519093620000016,15,22021.0,203999.0,33.75,11.25,19.5,5.75,5.0,0.806,1.75,10.0,11.75,10.25,1.25,0.25,3.75,1.75,27.5,4.5,0.562,1.5,0.22,3.5,0.226
7778,2021-12-02,1627741,1,0.9983285069000001,1,22021.0,1627741.0,19.0,2.0,9.5,7.5,2.5,0.5,0.0,2.0,2.0,1.5,1.0,0.5,1.0,2.0,7.5,4.0,0.244,1.0,0.15,2.5,0.046
7779,2021-12-02,1627749,0,0.0,3,22021.0,1627749.0,35.2,7.2,16.0,5.8,1.4,0.45,1.8,6.2,8.0,10.0,1.6,0.0,3.0,2.6,18.0,4.2,0.454,2.6,0.527,1.0,0.146
